light_id,latitude,longitude,district,area_name,road_name,light_status,brightness_level,installation_date,last_maintenance
L00245,28.698939,77.277621,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,89,2022-08-24,2026-06-06
L00246,28.720389,77.11222,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,100,2021-03-20,2026-01-11
L00247,28.674401,77.294106,North-East Delhi,Shahdara,Loni Road,Faulty,4,2023-05-17,2026-04-21
L00248,28.723689,77.105666,Outer Delhi,Rohini,Outer Ring Road,Working,90,2022-05-22,2026-01-12
L00249,28.804351,77.029783,Outer Delhi,Bawana,Auchandi Road,Working,78,2023-04-16,2026-06-21
L00250,28.567829,77.239947,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,80,2023-02-22,2026-05-23
L00251,28.849797,77.091928,Outer Delhi,Narela,Lampur Road,Working,89,2023-11-16,2026-02-28
L00252,28.516186,77.213193,South Delhi,Saket,Mandir Marg,Working,74,2021-08-31,2026-05-20
L00253,28.529227,77.194276,South Delhi,Saket,Saket District Centre Road,Working,73,2024-06-14,2026-06-30
L00254,28.809048,77.033873,Outer Delhi,Bawana,Kanjhawala Road,Working,76,2021-12-26,2026-01-15
L00255,28.73405,77.099539,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,100,2023-11-14,2026-04-16
L00256,28.663786,77.256771,North-East Delhi,Seelampur,Pushta Road,Working,79,2023-10-31,2026-04-12
L00257,28.706711,77.265865,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Faulty,17,2023-05-05,2026-05-02
L00258,28.673065,77.277272,North-East Delhi,Seelampur,Gautam Puri Road,Working,71,2022-08-02,2026-03-14
L00259,28.584529,77.254987,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,98,2024-03-29,2026-02-04
L00260,28.531819,77.217154,South Delhi,Saket,Saket District Centre Road,Working,94,2022-02-10,2026-01-27
L00261,28.560421,77.239397,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,98,2021-12-30,2026-04-03
L00262,28.538441,77.195934,South Delhi,Saket,Press Enclave Marg,Working,70,2024-10-18,2026-05-04
L00263,28.790729,77.027667,Outer Delhi,Bawana,Auchandi Road,Working,79,2022-01-22,2026-03-20
L00264,28.835431,77.085143,Outer Delhi,Narela,Lampur Road,Working,90,2021-01-13,2026-04-18
L00265,28.83316,77.105242,Outer Delhi,Narela,Lampur Road,Working,87,2023-02-22,2026-05-30
L00266,28.668924,77.261487,North-East Delhi,Seelampur,Seelampur Main Road,Working,83,2024-02-03,2026-01-11
L00267,28.666813,77.297367,North-East Delhi,Shahdara,Chhajjupur Road,Working,81,2021-08-15,2026-01-21
L00268,28.789772,77.031399,Outer Delhi,Bawana,Bawana Road,Working,96,2024-05-26,2026-06-22
L00269,28.529601,77.197271,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,86,2020-09-24,2026-02-28
L00270,28.810741,77.033005,Outer Delhi,Bawana,Auchandi Road,Faulty,9,2024-08-05,2026-06-29
L00271,28.704673,77.283673,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,100,2022-08-14,2026-01-20
L00272,28.527279,77.204561,South Delhi,Hauz Khas,August Kranti Marg,Working,73,2020-10-31,2026-01-30
L00273,28.674933,77.289138,North-East Delhi,Shahdara,Chhajjupur Road,Working,71,2022-01-16,2026-02-04
L00274,28.551612,77.210091,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,71,2022-07-07,2026-04-10
L00275,28.56583,77.26715,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,89,2023-01-05,2026-01-15
L00276,28.524043,77.207724,South Delhi,Saket,Saket District Centre Road,Working,90,2021-06-24,2026-04-09
L00277,28.692205,77.272009,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,93,2022-04-19,2026-04-06
L00278,28.575855,77.262037,South Delhi,Lajpat Nagar,Ring Road,Working,96,2021-03-25,2026-03-08
L00279,28.543292,77.205032,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,100,2022-01-11,2026-04-20
L00280,28.706266,77.285187,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,85,2024-07-03,2026-06-07
L00281,28.80167,77.031181,Outer Delhi,Bawana,Auchandi Road,Working,77,2023-10-14,2026-05-10
L00282,28.804008,77.038047,Outer Delhi,Bawana,Bawana Road,Working,99,2022-03-06,2026-04-28
L00283,28.790419,77.022975,Outer Delhi,Bawana,Bawana Road,Working,98,2021-09-06,2026-05-23
L00284,28.66,77.264526,North-East Delhi,Seelampur,Gautam Puri Road,Working,75,2024-09-13,2026-05-17
L00285,28.539084,77.205064,South Delhi,Hauz Khas,August Kranti Marg,Working,88,2021-06-06,2026-06-22
L00286,28.530457,77.203154,South Delhi,Saket,Saket District Centre Road,Working,95,2021-05-09,2026-04-18
L00287,28.842412,77.102537,Outer Delhi,Narela,Bawana Road,Working,85,2020-06-04,2026-06-03
L00288,28.802535,77.021914,Outer Delhi,Bawana,Auchandi Road,Faulty,14,2020-03-15,2026-03-17
L00289,28.797356,77.031531,Outer Delhi,Bawana,Kanjhawala Road,Working,94,2024-09-01,2026-06-20
L00290,28.845183,77.080963,Outer Delhi,Narela,Narela Road,Working,77,2021-05-10,2026-06-25
L00291,28.528979,77.224487,South Delhi,Saket,Press Enclave Marg,Working,72,2021-07-02,2026-06-20
L00292,28.66,77.269227,North-East Delhi,Seelampur,Seelampur Main Road,Working,96,2021-01-18,2026-06-22
L00293,28.548578,77.217416,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,94,2021-09-18,2026-05-14
L00294,28.558796,77.251411,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,81,2024-10-31,2026-05-02
L00295,28.710146,77.109927,Outer Delhi,Rohini,Outer Ring Road,Working,80,2022-05-05,2026-06-05
L00296,28.662161,77.278697,North-East Delhi,Shahdara,Grand Trunk Road,Working,83,2024-03-08,2026-06-02
L00297,28.527262,77.216095,South Delhi,Saket,Mandir Marg,Working,94,2022-04-29,2026-05-15
L00298,28.549319,77.200346,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,95,2022-08-05,2026-05-07
L00299,28.727768,77.117331,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,88,2020-12-18,2026-06-02
L00300,28.686407,77.286287,North-East Delhi,Shahdara,Chhajjupur Road,Working,94,2021-10-07,2026-06-04
L00301,28.701777,77.272561,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,97,2021-02-06,2026-03-20
L00302,28.700116,77.257633,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,75,2020-01-11,2026-03-03
L00303,28.665771,77.285188,North-East Delhi,Shahdara,Chhajjupur Road,Working,74,2020-09-15,2026-05-02
L00304,28.543431,77.195286,South Delhi,Hauz Khas,August Kranti Marg,Working,72,2022-12-24,2026-07-09
L00305,28.794787,77.018888,Outer Delhi,Bawana,Bawana Road,Working,92,2021-01-08,2026-04-10
L00306,28.843757,77.091687,Outer Delhi,Narela,Narela Road,Working,93,2023-07-04,2026-05-03
L00307,28.801116,77.042816,Outer Delhi,Bawana,Auchandi Road,Working,83,2021-02-13,2026-03-26
L00308,28.664762,77.258573,North-East Delhi,Seelampur,Pushta Road,Working,94,2024-08-20,2026-03-21
L00309,28.667162,77.296663,North-East Delhi,Shahdara,Loni Road,Working,95,2024-02-10,2026-06-01
L00310,28.793506,77.043154,Outer Delhi,Bawana,Kanjhawala Road,Faulty,11,2021-09-07,2026-03-24
L00311,28.696192,77.265855,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,98,2024-08-09,2026-02-23
L00312,28.526641,77.222304,South Delhi,Saket,Press Enclave Marg,Working,91,2021-01-01,2026-02-10
L00313,28.6837,77.281857,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,87,2021-08-29,2026-02-22
L00314,28.52684,77.199349,South Delhi,Saket,Saket District Centre Road,Faulty,11,2023-01-24,2026-02-13
L00315,28.748289,77.114545,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,94,2023-08-24,2026-05-15
L00316,28.566752,77.242789,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,93,2020-11-29,2026-03-09
L00317,28.66,77.267502,North-East Delhi,Seelampur,Seelampur Main Road,Working,99,2020-06-03,2026-02-21
L00318,28.661479,77.277006,North-East Delhi,Shahdara,Grand Trunk Road,Working,99,2022-12-09,2026-07-01
L00319,28.716379,77.099822,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,85,2021-03-07,2026-01-19
L00320,28.692072,77.297944,North-East Delhi,Shahdara,Loni Road,Working,90,2020-01-23,2026-02-28
L00321,28.666328,77.268417,North-East Delhi,Seelampur,Seelampur Main Road,Working,89,2024-01-21,2026-06-03
L00322,28.53989,77.217104,South Delhi,Saket,Press Enclave Marg,Working,73,2023-09-10,2026-06-30
L00323,28.568932,77.248037,South Delhi,Lajpat Nagar,Ring Road,Working,93,2021-05-15,2026-02-25
L00324,28.792132,77.031547,Outer Delhi,Bawana,Kanjhawala Road,Working,94,2021-01-26,2026-06-20
L00325,28.503904,77.210022,South Delhi,Saket,Saket District Centre Road,Working,98,2021-08-26,2026-05-21
L00326,28.699266,77.261363,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,80,2022-01-23,2026-03-02
L00327,28.539122,77.20296,South Delhi,Saket,Press Enclave Marg,Working,70,2021-10-12,2026-01-22
L00328,28.526458,77.21186,South Delhi,Saket,Saket District Centre Road,Working,76,2023-05-23,2026-02-12
L00329,28.85,77.094167,Outer Delhi,Narela,Bawana Road,Working,86,2020-05-12,2026-03-24
L00330,28.678984,77.278618,North-East Delhi,Shahdara,Chhajjupur Road,Working,85,2024-11-14,2026-07-04
L00331,28.675179,77.285545,North-East Delhi,Shahdara,Loni Road,Working,88,2020-08-07,2026-03-27
L00332,28.841685,77.096483,Outer Delhi,Narela,Narela Road,Working,70,2022-07-06,2026-02-15
L00333,28.578044,77.248838,South Delhi,Lajpat Nagar,Ring Road,Working,89,2023-07-07,2026-01-16
L00334,28.66,77.265188,North-East Delhi,Seelampur,Gautam Puri Road,Working,96,2022-04-08,2026-06-21
L00335,28.690026,77.274843,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,80,2023-10-21,2026-02-01
L00336,28.711307,77.261217,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,93,2021-01-29,2026-02-15
L00337,28.838023,77.091547,Outer Delhi,Narela,Bawana Road,Working,72,2022-03-17,2026-06-03
L00338,28.54967,77.202068,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,76,2020-07-31,2026-01-30
L00339,28.718386,77.108117,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,78,2020-11-08,2026-01-15
L00340,28.837365,77.096298,Outer Delhi,Narela,Lampur Road,Working,95,2021-02-02,2026-05-28
L00341,28.664932,77.267626,North-East Delhi,Seelampur,Pushta Road,Working,91,2023-03-17,2026-05-09
L00342,28.66422,77.270223,North-East Delhi,Seelampur,Seelampur Main Road,Working,95,2022-08-04,2026-04-14
L00343,28.527328,77.196793,South Delhi,Saket,Saket District Centre Road,Working,85,2021-05-24,2026-03-01
L00344,28.66,77.262389,North-East Delhi,Seelampur,Seelampur Main Road,Working,82,2022-11-21,2026-02-02
L00345,28.728518,77.100658,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,73,2024-09-16,2026-03-13
L00346,28.565644,77.254581,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,78,2024-02-15,2026-06-13
L00347,28.536904,77.205027,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,90,2021-09-23,2026-02-22
L00348,28.670419,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Working,98,2024-01-03,2026-02-08
L00349,28.563872,77.249865,South Delhi,Lajpat Nagar,Ring Road,Working,92,2023-11-15,2026-04-07
L00350,28.848088,77.092624,Outer Delhi,Narela,Lampur Road,Working,98,2020-03-17,2026-04-05
L00351,28.794582,77.042481,Outer Delhi,Bawana,Bawana Road,Working,71,2023-10-18,2026-05-11
L00352,28.79467,77.038107,Outer Delhi,Bawana,Kanjhawala Road,Working,70,2022-08-31,2026-05-29
L00353,28.822509,77.08054,Outer Delhi,Narela,Bawana Road,Working,89,2020-06-28,2026-05-05
L00354,28.560122,77.212724,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,85,2020-10-30,2026-03-19
L00355,28.691814,77.283627,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,84,2020-07-29,2026-06-17
L00356,28.735043,77.101661,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,100,2023-10-08,2026-01-27
L00357,28.722965,77.113228,Outer Delhi,Rohini,Outer Ring Road,Working,91,2024-10-22,2026-04-23
L00358,28.660812,77.294778,North-East Delhi,Shahdara,Chhajjupur Road,Working,100,2024-01-31,2026-03-19
L00359,28.820032,77.094493,Outer Delhi,Narela,Lampur Road,Working,83,2024-11-08,2026-01-14
L00360,28.531262,77.209499,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Faulty,30,2022-01-31,2026-06-11
L00361,28.670745,77.279672,North-East Delhi,Shahdara,Loni Road,Working,84,2021-01-27,2026-05-09
L00362,28.539132,77.198419,South Delhi,Hauz Khas,August Kranti Marg,Working,87,2024-08-24,2026-07-02
L00363,28.72668,77.104109,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,92,2022-12-18,2026-07-04
L00364,28.527572,77.219232,South Delhi,Saket,Saket District Centre Road,Working,83,2023-03-21,2026-05-10
L00365,28.722868,77.113504,Outer Delhi,Rohini,Outer Ring Road,Working,82,2021-05-27,2026-04-12
L00366,28.795541,77.043552,Outer Delhi,Bawana,Auchandi Road,Working,96,2020-05-02,2026-01-21
L00367,28.725947,77.11277,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,81,2023-12-01,2026-04-21
L00368,28.675269,77.281157,North-East Delhi,Shahdara,Grand Trunk Road,Working,97,2023-02-04,2026-03-24
L00369,28.697179,77.265293,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,83,2024-06-22,2026-04-28
L00370,28.83908,77.086439,Outer Delhi,Narela,Lampur Road,Working,81,2020-07-18,2026-04-02
L00371,28.586477,77.232082,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,98,2022-08-13,2026-02-06
L00372,28.695629,77.26285,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,95,2021-01-18,2026-05-19
L00373,28.737173,77.108449,Outer Delhi,Rohini,Outer Ring Road,Working,70,2021-04-16,2026-06-06
L00374,28.66,77.292779,North-East Delhi,Shahdara,Loni Road,Working,95,2023-09-19,2026-05-25
L00375,28.73739,77.114436,Outer Delhi,Rohini,Outer Ring Road,Working,84,2023-08-11,2026-06-06
L00376,28.717533,77.097859,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,74,2020-03-27,2026-06-17
L00377,28.772182,77.039962,Outer Delhi,Bawana,Auchandi Road,Working,81,2021-04-07,2026-03-23
L00378,28.682776,77.288889,North-East Delhi,Shahdara,Chhajjupur Road,Working,89,2024-02-22,2026-04-16
L00379,28.672304,77.281886,North-East Delhi,Shahdara,Loni Road,Working,82,2024-07-30,2026-04-13
L00380,28.839461,77.093361,Outer Delhi,Narela,Lampur Road,Working,93,2021-11-03,2026-01-11
L00381,28.660033,77.258176,North-East Delhi,Seelampur,Pushta Road,Working,98,2023-02-07,2026-04-29
L00382,28.680718,77.294351,North-East Delhi,Shahdara,Grand Trunk Road,Working,96,2024-03-03,2026-07-05
L00383,28.66,77.282595,North-East Delhi,Seelampur,Seelampur Main Road,Working,85,2021-06-25,2026-03-30
L00384,28.678217,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Working,79,2024-03-07,2026-03-29
L00385,28.552151,77.20074,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,99,2020-11-30,2026-02-17
L00386,28.66,77.276402,North-East Delhi,Seelampur,Seelampur Main Road,Working,92,2020-02-14,2026-04-13
L00387,28.534356,77.204797,South Delhi,Saket,Press Enclave Marg,Working,94,2022-09-09,2026-07-09
L00388,28.6718,77.270315,North-East Delhi,Seelampur,Pushta Road,Working,70,2022-05-12,2026-04-24
L00389,28.542754,77.207385,South Delhi,Hauz Khas,August Kranti Marg,Working,76,2021-01-05,2026-05-14
L00390,28.561387,77.24461,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,70,2020-01-04,2026-06-14
L00391,28.72114,77.128941,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,90,2023-01-07,2026-06-29
L00392,28.685836,77.262054,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,100,2024-11-23,2026-03-31
L00393,28.667251,77.269259,North-East Delhi,Seelampur,Seelampur Main Road,Working,73,2024-03-24,2026-04-04
L00394,28.699909,77.271,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,84,2023-11-29,2026-02-01
L00395,28.556619,77.212467,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,80,2021-09-21,2026-02-22
L00396,28.540634,77.206319,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,73,2020-05-07,2026-02-05
L00397,28.717213,77.112865,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,78,2024-11-25,2026-07-02
L00398,28.842026,77.102492,Outer Delhi,Narela,Lampur Road,Working,81,2020-07-09,2026-05-03
L00399,28.840319,77.084817,Outer Delhi,Narela,Lampur Road,Working,94,2021-06-26,2026-04-05
L00400,28.843437,77.096136,Outer Delhi,Narela,Lampur Road,Working,90,2021-03-18,2026-06-11
L00401,28.553354,77.19477,South Delhi,Hauz Khas,August Kranti Marg,Working,96,2023-11-11,2026-06-14
L00402,28.680865,77.3,North-East Delhi,Shahdara,Grand Trunk Road,Working,100,2023-06-19,2026-04-29
L00403,28.515602,77.206688,South Delhi,Saket,Mandir Marg,Working,84,2024-12-01,2026-03-17
L00404,28.538301,77.207106,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,77,2020-11-22,2026-01-31
L00405,28.810038,77.037366,Outer Delhi,Bawana,Auchandi Road,Working,90,2023-04-12,2026-04-30
L00406,28.718537,77.126896,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,80,2022-12-11,2026-05-16
L00407,28.812806,77.021745,Outer Delhi,Bawana,Auchandi Road,Working,93,2021-10-18,2026-01-27
L00408,28.837063,77.079773,Outer Delhi,Narela,Lampur Road,Working,98,2022-12-09,2026-05-26
L00409,28.792758,77.021054,Outer Delhi,Bawana,Kanjhawala Road,Working,70,2022-10-10,2026-05-31
L00410,28.66,77.290562,North-East Delhi,Seelampur,Seelampur Main Road,Working,89,2023-12-05,2026-06-29
L00411,28.679596,77.277543,North-East Delhi,Shahdara,Chhajjupur Road,Working,73,2023-03-11,2026-02-01
L00412,28.515716,77.207274,South Delhi,Saket,Press Enclave Marg,Working,75,2024-01-06,2026-02-16
L00413,28.565936,77.253974,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,80,2021-03-16,2026-05-06
L00414,28.698097,77.279939,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,88,2020-01-29,2026-04-16
L00415,28.808078,77.041702,Outer Delhi,Bawana,Bawana Road,Working,72,2020-08-19,2026-02-20
L00416,28.551072,77.215372,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,73,2021-08-27,2026-01-29
L00417,28.812258,77.040741,Outer Delhi,Bawana,Kanjhawala Road,Faulty,15,2022-03-27,2026-03-08
L00418,28.667949,77.273898,North-East Delhi,Shahdara,Grand Trunk Road,Working,97,2020-01-17,2026-04-29
L00419,28.535251,77.22005,South Delhi,Saket,Press Enclave Marg,Working,82,2021-05-13,2026-04-23
L00420,28.835498,77.088127,Outer Delhi,Narela,Bawana Road,Working,90,2020-02-14,2026-03-08
L00421,28.676529,77.251806,North-East Delhi,Seelampur,Seelampur Main Road,Working,70,2022-05-06,2026-04-09
L00422,28.791347,77.025979,Outer Delhi,Bawana,Auchandi Road,Working,78,2024-04-23,2026-03-05
L00423,28.697919,77.251796,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,72,2023-01-16,2026-05-17
L00424,28.805123,77.029026,Outer Delhi,Bawana,Kanjhawala Road,Working,75,2024-03-15,2026-03-30
L00425,28.563092,77.239725,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,71,2020-09-28,2026-05-28
L00426,28.793763,77.0363,Outer Delhi,Bawana,Auchandi Road,Working,87,2021-11-30,2026-06-05
L00427,28.738006,77.125697,Outer Delhi,Rohini,Outer Ring Road,Working,75,2024-11-06,2026-04-05
L00428,28.530137,77.199329,South Delhi,Saket,Saket District Centre Road,Working,94,2021-10-23,2026-07-05
L00429,28.665336,77.265855,North-East Delhi,Seelampur,Seelampur Main Road,Working,99,2024-10-18,2026-04-01
L00430,28.546885,77.207426,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,94,2024-03-03,2026-06-18
L00431,28.833676,77.102411,Outer Delhi,Narela,Narela Road,Working,72,2023-12-09,2026-03-19
L00432,28.795854,77.028521,Outer Delhi,Bawana,Auchandi Road,Working,91,2020-10-09,2026-03-19
L00433,28.581556,77.243744,South Delhi,Lajpat Nagar,Ring Road,Working,97,2023-10-09,2026-06-20
L00434,28.85,77.08595,Outer Delhi,Narela,Narela Road,Working,77,2024-03-19,2026-01-15
L00435,28.577761,77.258325,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,94,2021-10-24,2026-06-09
L00436,28.544863,77.190109,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,100,2024-11-29,2026-07-07
L00437,28.545803,77.202661,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,79,2022-08-22,2026-03-19
L00438,28.693637,77.263366,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Faulty,14,2020-09-23,2026-04-07
L00439,28.730707,77.109713,Outer Delhi,Rohini,Outer Ring Road,Working,89,2024-03-20,2026-05-21
L00440,28.72134,77.118821,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,73,2022-05-16,2026-01-29
L00441,28.553835,77.204469,South Delhi,Hauz Khas,August Kranti Marg,Working,93,2023-12-11,2026-05-17
L00442,28.679189,77.289046,North-East Delhi,Shahdara,Loni Road,Working,99,2021-04-11,2026-03-31
L00443,28.563887,77.249157,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,74,2024-03-22,2026-05-17
L00444,28.834757,77.098917,Outer Delhi,Narela,Narela Road,Working,97,2022-03-16,2026-06-12
L00445,28.72192,77.113649,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,98,2021-01-03,2026-06-04
L00446,28.724153,77.119841,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,93,2024-03-13,2026-06-05
L00447,28.66,77.262161,North-East Delhi,Seelampur,Gautam Puri Road,Working,73,2023-02-28,2026-05-11
L00448,28.540813,77.195405,South Delhi,Hauz Khas,August Kranti Marg,Working,81,2023-02-22,2026-03-27
L00449,28.722514,77.123451,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,87,2020-05-25,2026-02-12
L00450,28.519072,77.194441,South Delhi,Saket,Press Enclave Marg,Working,74,2023-03-22,2026-03-03
L00451,28.547665,77.216327,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,97,2021-07-27,2026-03-17
L00452,28.66218,77.262773,North-East Delhi,Seelampur,Pushta Road,Working,86,2021-06-01,2026-02-28
